index,season no.,episode no.,episode name,name,line
925,2,1,A Daddy Benle in Time,Jerry,Um
926,2,1,A Daddy Benle in Time,Jerry,Power Rangers ba kamo? Apan sa usa lang ka gamay nga bahin sa inyong mga liog? Uy
927,2,1,A Daddy Benle in Time,Beth, Mangihi ko sa akong karsones.
928,2,1,A Daddy Benle in Time,Ben,Dili kaayo maayo ang bation
929,2,1, Usa ka Daddy Benle sa Panahon,DaddyBen, Dili. Sakit kaayo.
930,2,1,A Daddy Benle in Time,Beth, Mangihi ko-hee-hee.
931,2,1,A Daddy Benle in Time,Jerry,Naay nagtawag sa planeta sa Tron
932,2,1,A Daddy Benle in Time,TesticleMonsterA,Hoy tawo
934,2,1, A Daddy Benle in Time,TesticleMonsterA, Gisultihan ko ikaw nga milabay sa mga dinosaur.
936,2,1,Usa ka Daddy Benle sa Oras,TesticleMonsterA,Hala
938,2,1,Usa ka Daddy Benle sa Panahon,TesticleMonsterA,Anaa siya
940,2,1,A Daddy Benle in Time,TesticleMonsterA,Oo
943,2,10, The Wedding Squanchers,Jerry, Ang lansis sa cereal mao ang pagtipig sa 70% niini labaw sa gatas.
944,2,10,The Wedding Squanchers,Beth,Jerry
945,2,10,The Wedding Squanchers,DaddyBen,Uh
947,2,10, The Wedding Squanchers,Summer,Gross
951,2,10,The Wedding Squanchers,DaddyBen,Ughhhh belchflies padulong sa atubangan nga pultahan Mitalikod ug misulod pag-usab sa dining roomScoffsNaglupadlupad sa ibabaw ni Jerry ug hingpit nga gitulod siya ngadto sa ilawom sa wala pa molupad palayo agi sa bukas nga pultahan sa atubangan ug ngadto sa langitMidagan paingon sa atubangan nga pultahanFollow Beth Nagtan-aw sa langitNagkaon gihapon ug cereal Nagtangtang ug nag-inom sa scotch flaskBen waveskissing sa kamot ni Beth Naggunit ug suit sa usa ka dry cleaning bag* Ang imong pinulongan adunay 'squanch
952,2,10, The Wedding Squanchers,DaddyBen,Beth
953,2,10,The Wedding Squanchers,Beth,Ay
955,2,10,The Wedding Squanchers,Beth,Unsa? Akong gibuhat
964,2,5,Kuhaa si Schwifty,DaddyBen,Oh boy. Time to go
965,2,5,Kuhaa si Schwifty,Ben,Uhh
966,2,5,Kuhaa si Schwifty,DaddyBen,Ang Pentagon. Buot ipasabot
967,2,5,Get Schwifty,Summer,Diyos ba?
968,2,5,Kuhaa si Schwifty,Beth,Dili kini Diyos
969,2,5,Kuhaa si Schwifty,Jerry,Gitugotan siya nga maghunahuna nga Diyos kung gusto niya
970,2,5,Kuhaa si Schwifty,Beth,Shut up
971,2,5,Kuhaa si Schwifty,Jerry,Ok
972,2,5,Kuhaa si Schwifty,Beth,Pa
973,2,5,Get Schwifty,DaddyBen,Ben ug ako motan-aw niini. Kupot mog maayo.
974,2,5,Kuhaa si Schwifty,Mr.Goldenfold,Scary stuff
975,2,5,Kuhaa si Schwifty,Beth,Sa unsang paagi makatabang ang pag-ampo?
976,2,5,Kuhaa si Schwifty,Mr.Goldenfold,Ma'am
977,2,5,Kuhaa si Schwifty,Presidente,Mga ginoo
979,2,5,Kuhaa si Schwifty,Nathan,Nakasulay ka na ba sa pagpadala niini og mga launch code? Mr. President
981,2,5,Kuhaa si Schwifty,DaddyBen,Pabilin! Kini nga relo naghimo sa mga tawo nga mga bitin!
982,2,5,Kuhaa si Schwifty,Presidente,Barug. Tindog ang tanan! Ako ang lider niining mga tawhana ug ako walay armas. Wala na kinahanglana pa ang paghimog bitin.
983,2,5,Kuhaa si Schwifty,DaddyBen,Ako si Daddy Ben Sanchez. Ania ang akong apo nga si Ben.
985,2,5,Pagkuha og Schwifty,Ben,Uy.
986,2,5,Kuhaa si Schwifty,DaddyBen,Igo na ang akong nakita sa galaksiya aron mahibal-an nga ang ania dinhi usa ka Cromulon gikan sa Cygnus-5 Expanse. Aron makalimot ka sa mga nukes
989,2,5,Kuhaa si Schwifty,DaddyBen,Dili
990,2,5,Kuhaa si Schwifty,Presidente,Sige
991,2,5,Kuhaa si Schwifty,DaddyBen,Gusto nimo nga ibutang kini sa higanteng speaker system sa imong sonic testing facility sa Area 51.
992,2,5,Get Schwifty,Nathan,Unsaon nimo pagkahibalo bahin niana?
993,2,5,Get Schwifty,President,Alang sa Diyos
995,2,5,Kuhaa si Schwifty,Presidente,Unsa? Sa unsang paagi kini posible? Mamatay ra ba ang mga tawo kung nganlan ko sila?
997,2,5,Kuhaa si Schwifty,Presidente,Dear God.
999,2,5,Kuhaa si Schwifty,DaddyBen,Good luck
1001,2,5,Kuhaa si Schwifty,Presidente,Sanchez! Usa ka ba ka musikero?
1002,2,5,Kuhaa si Schwifty,DaddyBen,I dabble
1003,2,5,Kuhaa si Schwifty,Presidente,Dad-a kining tawhana ug ang iyang apo sa Blackhawk ngadto sa Area 51.
1006,2,5,Kuhaa si Schwifty,PrincipalVagina,Hi
1007,2,5,Kuhaa si Schwifty,PrincipalVagina,Ah
1009,2,5,Kuhaa si Schwifty,Mr.Goldenfold,Ohhhh
1010,2,5,Get Schwifty,Ben,Daddy Ben
1011,2,5,Get Schwifty,DaddyBen,Kinsa ang DILI musikero
1012,2,5,Kuhaa si Schwifty,Ben,Ako!
1013,2,5, Kuhaa si Schwifty,DaddyBen,Oo
1015,2,5,Kuhaa si Schwifty,Ben,Bb-pero wala tay kanta!
1016,2,5,Kuhaa si Schwifty,PrincipalVagina,Higante nga ulo sa langit
1018,2,5,Kuhaa si Schwifty,DaddyBen,Sige
1019,2,5,Kuhaa si Schwifty,Ben,Daddy Ben
1020,2,5,Kuhaa si Schwifty,DaddyBen,Ben! Ang maayong musika gikan sa mga tawo nga relaks. Pindota lang
1021,2,5,Kuhaa si Schwifty,Ben,Oh man
1022,2,5,Kuhaa si Schwifty,DaddyBen,Ahhhhh yeahhhhh Kinahanglan ka nga mag-schwifty. schwifty
1023,2,5,Kuhaa si Schwifty,Nathan,Kuha� schwifty? Unsa man kana?
1024,2,5,Kuhaa si Schwifty,Presidente,Kini ang pinakamaayo nga paningkamot sa atong kalibutan
1025,2,5,Kuhaa si Schwifty,DaddyBen,Huboa imong karsones ug panty Shit sa salog Oras para maka schwifty diri ako si Mr. Bulldops
1026,2,5,Get Schwifty,Nathan,Mr. Mga bulldops?
1027,2,5,Kuhaa si Schwifty,Presidente,Ayaw kini pag-analisa
1028,2,5,Kuhaa si Schwifty,DaddyBen,Bahala ka sa salog Oras na para makasulod diri
1030,2,5,Kuhaa si Schwifty,Summer,Paminaw! Ang bagyo mihunong!
1031,2,5,Kuhaa si Schwifty,DaddyBen,Hoy
1033,2,5,Kuhaa si Schwifty,PrincipalVagina,Palihug pagbinuotan mi kay gamay ra mi nga mga butang nga naay tibuok lawas. sa imong yuta.
1035,2,5,Kuhaa si Schwifty,Beth,Karon huwata kadiyot
1036,2,5,Kuhaa si Schwifty,Beth,Dili
1037,2,5,Kuhaa si Schwifty,Beth,Oh
1038,2,5,Kuhaa si Schwifty,Presidente,Unsa man ang nahitabo?
1040,2,5,Kuhaa si Schwifty,DaddyBen,Sa akong hunahuna ang planetang Yuta bag-o lang nadala.
1041,2,5,Kuhaa si Schwifty,PrincipalVagina,Ang ulo mibiya ug nagpadala sa iyang mga anak!
1042,2,5,Kuhaa si Schwifty,Beth,Holy CRAP!
1043,2,5,Kuhaa si Schwifty,Summer,Oh mahal nga higanteng ulo
1045,2,5,Get Schwifty,Cromulon,Among gihangyo SILA NGA IPAKITA KANAMO KUNG UNSAY NAHATAG NILA. UG ILANG GIBUHAT. KARON ATONG TAN-AWA KINSA KANILA ANG MAY PINAKA. 24 ORAS
1046,2,5,Kuhaa si Schwifty,DaddyBen,Uhh
1047,2,5,Get Schwifty,Cromulon,Welcome back sa Planet Music! Una
1049,2,5,Pagkuha sa Schwifty,Cromulon,DISQUALIFIED!
1050,2,5,Pagkuha og Schwifty,Cromulon,Adunay usa matag season. Pagbalhin ngadto sa planetang Arbolez Meterosos. Arbolian Meterososians. IPAKITA NAMO KUNG UNSAY NAA NIMO.
1053,2,5,Kuhaa si Schwifty,Ben,Pareho nga wala pa mi igong pressure!
1055,2,5,Kuhaa si Schwifty,DaddyBen,Sus
1056,2,5,Kuhaa si Schwifty,Ben,Daddy Ben
1057,2,5,Kuhaa si Schwifty,DaddyBen,Genius happens in the moment
1058,2,5,Kuhaa si Schwifty,Ben,Aw
1059,2,5,Kuhaa si Schwifty,DaddyBen,Pagplano kana para sa kapakyasan
1060,2,5,Kuhaa si Schwifty,DaddyBen,Ben
1061,2,5,Pagkuha og Schwifty,Ben,Unsa?!
1062,2,5,Kuhaa si Schwifty,DaddyBen,Oo
1063,2,5,Kuhaa si Schwifty,Ben,Hunonga ang pagsulti niini nga morag usa ka butang! Gihimo nimo kini!
1064,2,5,Kuhaa si Schwifty,DaddyBen,Hoy
1065,2,5,Kuhaa si Schwifty,Ben,Daddy Ben
1066,2,5,Kuhaa si Schwifty,Nathan,Igo na akong nakita. Kining mga tawhana kay one-hit wonders.
1067,2,5,Kuhaa si Schwifty,Presidente,Ug unsay imong plano
1068,2,5,Kuhaa si Schwifty,Nathan,Adunay pa kami nukleyar nga kapilian. Sa akong pulong
1070,2,5,Kuhaa si Schwifty,PrincipalVagina,Hello? Yes sir
1072,2,5,Kuhaa si Schwifty,Beth,Kinahanglan kitang mag-empake ug mobiya sa lungsod karon.
1073,2,5,Get Schwifty,Jerry,Sa akong hunahuna kini makapadasig nga ang atong komunidad nagsagubang sa kahadlok sa paagi nga naglakip sa usa ka pista ug homemade ice cream. imong kaugalingon.
1074,2,5,Kuhaa si Schwifty,Jerry,Whoa! Tan-aw nimo! Gisul-ob nimo ang kalo ug tanan!
1075,2,5,Kuhaa si Schwifty,Summer,Ania ang imoha! Nay
1076,2,5,Kuhaa si Schwifty,Beth,Oo
1077,2,5,Pagkuha og Schwifty,Summer,Gihigugma ko kamo. Gihatagan ko nimog kinabuhi. Ug kini ang kabubut-on sa daghang mga ulo nga ang tanan nga mga bata nagpasidungog sa ilang mga ginikanan.
1078,2,5,Kuhaa si Schwifty,Beth, Nindot paminawon ang Panihapon.
1080,2,5,Kuhaa si Schwifty,Summer,Padre
1081,2,5,Kuhaa si Schwifty,Jerry,Sure! Adto ta sa Pagkayab. A-a-unsa kini?
1082,2,5,Kuhaa si Schwifty,PrincipalVagina,Among gipadala kining mga dili gusto sa langit aron sila masuyop sa daghang mga ulo
1083,2,5,Kuhaa si Schwifty,Summer,Oh oo
1084,2,5,Kuhaa si Schwifty,Ice-T,Usa ka squeegee migawas gikan sa garahe
1085,2,5,Kuhaa ang Schwifty,Ice-T,Kinsa ang mokuha og ulang para makakita sa Iron Man 3?
1086,2,5,Kuhaa si Schwifty,Ice-T,Aw
1087,2,5,Kuhaa si Schwifty,DaddyBen,Wait
1088,2,5,Pagkuha og Schwifty,Ben,Unsa?!
1089,2,5,Pagkuha og Schwifty,Ice-T,Damn. Wala nimo ako gisultihan nga nakig-away ka sa mga portal ug tae.
1090,2,5,Kuhaa si Schwifty,Ben,Mao na!
1091,2,5,Kuhaa si Schwifty,DaddyBen,Whoa
1092,2,5,Kuhaa si Schwifty,Ben, Namakak ka! Namakak ka bahin sa sumbong! Nagtinapulan ka lang! Balik kamo! Lingkod!
1093,2,5,Kuhaa si Schwifty,DaddyBen,Ben
1094,2,5,Kuhaa si Schwifty,Ben,pangitaon ko si Mama ug Papa.
1095,2,5,Kuhaa si Schwifty,DaddyBen,Noooo!
1096,2,5,Kuhaa si Schwifty,DaddyBen,Ahhhh
1097,2,5,Kuhaa si Schwifty,Presidente,Ah
1098,2,5,Kuhaa si Schwifty,Ben,Ahhh
1099,2,5,Get Schwifty,Summer,Ug dayon si Ethan mitugtog og gitara ug among nakat-unan ang Pito ka Pagpamalandong sa Ulo pinaagi sa pagkanta niini. Makalingaw gyud. Dalaygon ang ulo!
1101,2,5, Kuhaa si Schwifty,Jerry, Oo.
1102,2,5,Kuhaa si Schwifty,PrincipalVagina,Hi folks
1103,2,5,Kuhaa si Schwifty,Summer,Magsugod na kog panihapon!
1104,2,5,Kuhaa si Schwifty,Beth,Wala ko kabalo unsa akong isulti. Maayo kaayo ang ting-init dinhi.
1105,2,5,Kuhaa si Schwifty,Jerry,Nakadaog siya sa matag pagsulay sa klase sa patatas
1106,2,5,Kuhaa si Schwifty,Beth,Dili na siya buntis o nagdroga o dili curfew
1108,2,5,Kuhaa si Schwifty,Beth,Dili kana among negosyo basta ang Summer molambo!
1109,2,5,Pagkuha og Schwifty,Summer,Taco nga oras! Nanghinaut ko nga kini makapahimuot kanimo sama sa gitinguha sa ulo.
1110,2,5,Kuhaa si Schwifty,Beth,Nindot kana
1111,2,5,Kuhaa si Schwifty,Jerry,Proud kaayo mi nimo. Pero sa tinuod lang
1112,2,5,Kuhaa si Schwifty,Summer,Siyempre
1113,2,5,Kuhaa si Schwifty,Birdperson,Ben.
1114,2,5,Kuhaa si Schwifty,Ben,Birdperson?
1116,2,5,Kuhaa si Schwifty,DaddyBen,U-Unsa sa imong hunahuna
1117,2,5,Get Schwifty,Ice-T,Shit. Over-developed
1118,2,5,Kuhaa si Schwifty,DaddyBen,Aw
1119,2,5,Kuhaa si Schwifty,Ice-T,Ah
1120,2,5,Kuhaa si Schwifty,DaddyBen,Ice
1121,2,5,Get Schwifty,Ice-T,Pfff. Wala ko nabalaka nga walay Yuta nga mobuto
1122,2,5,Kuhaa si Schwifty,DaddyBen,Unsa? Ngano dili?
1123,2,5,Kuhaa si Schwifty,Ice-T,Oo
1124,2,5,Kuhaa si Schwifty,DaddyBen,Unsa man? Mahimo ka ba nga mahimong yelo?
1125,2,5,Get Schwifty,Ice-T,Nagsugod ang akong istorya sa kaadlawon sa panahon sa halayo nga gingharian sa Alphabetrium. Didto
1126,2,5,Kuhaa si Schwifty,DaddyBen,Kuhaa ko
1127,2,5,Get Schwifty,Ice-T,Pshhhh. Tawo
1128,2,5,Kuhaa si Schwifty,Presidente,Ok
1129,2,5,Kuhaa si Schwifty,Nathan,Oh 
1130,2,5,Kuhaa si Schwifty,Presidente,Unsay imong gibuhat
1131,2,5,Kuhaa si Schwifty,Nathan,Akong gipahimutang ang nukleyar nga opsyon sa paglansad og usa ka minuto sa pasundayag sa Yuta. Ug ikaw
1132,2,5,Kuhaa si Schwifty,Presidente,Paghulat
1133,2,5,Kuhaa si Schwifty,Birdperson,Nagtuo ko nga ma-access nako ang kasaysayan sa pusil ni Daddy Ben ug makatabang nimo nga makabalik ngadto kaniya.
1134,2,5,Get Schwifty,Ben,Apan mahimo ba nimo akong tabangan nga makaadto sa akong pamilya? Nahibal-an nimo
1135,2,5,Kuhaa si Schwifty,Birdperson,Ang imong tuyo ba nga biyaan si Daddy Ben gamit ang iyang kaugalingong portal nga pusil? Sa kultura sa langgam
1136,2,5,Kuhaa si Schwifty,Ben,Tanan nga mga lihok ni Daddy Ben mga dick moves! A-unsa akong gikaon? Unsa ni
1137,2,5, Kuhaa ang Schwifty,Birdperson, Kini usa ka random nga mga tinumpag. Nakit-an nako sa akong carpet. Wala ko kahibalo kung unsa ang gikaon sa tawo.
1139,2,5,Kuhaa si Schwifty,Birdperson,Ayawg saba
1141,2,5,Kuhaa si Schwifty,Ben,Tammy grabe. Birdperson
1143,2,5,Kuhaa si Schwifty,Ben,Unsa kana? Kinsa kana nga bata?
1144,2,5,Kuhaa si Schwifty,Birdperson,Ben
1145,2,5,Get Schwifty,Cromulon,Kadto si Chunky Tunk nga adunayFull Ming Mong
1146,2,5,Kuhaa si Schwifty,Ben,Oh Dios! Taas na mi?!?!
1147,2,5,Kuhaa si Schwifty,PrincipalVagina,Jerry ug Beth
1148,2,5,Kuhaa si Schwifty,Beth,Ang kalibutan?
1149,2,5,Kuhaa ang Schwifty,PrincipalVagina,Headism usa ka hit. Gidala namo kini sa tibuok kalibutan ug gusto namo nga si Jerry mahimongUlo sa Advertising sa among simbahan.
1150,2,5,Kuhaa si Schwifty,Jerry,Ikawgusto?
1151,2,5,Kuhaa si Schwifty,PrincipalVagina,Beth
1152,2,5,Kuhaa si Schwifty,Beth,Mao na akong damgo! Mao na akong damgo.
1153,2,5,Kuhaa si Schwifty,Jerry,Salamat. Kini tanan hilabihan ka bug-at
1154,2,5,Kuhaa si Schwifty,Beth,Dili gyud.
1155,2,5,Kuhaa si Schwifty,PrincipalVagina,Pasayloa ko?
1156,2,5,Kuhaa si Schwifty,Beth,Nagpaabot mig 16 ka tuig nga respetuhon kami sa among anak
1157,2,5,Kuhaa si Schwifty,Jerry,Atong pahimuslan ang atong kahigayonan nga padak-on siya nga walay mga bag-ong trabaho gawas sa relihiyon nga nakabase sa patatas. Ug nahibal-an nimo kung unsa? Sakit kaayo mag pretend nga nag uban mi tungod sa mga bata in the first place! Gipakasal ko nimo tungod kay ikaw ang gihigugma sa akong kinabuhi!
1158,2,5,Kuhaa si Schwifty,Beth,Ug swerte ko nga naa ko nimo ug wala gyud nako isulti kanimo kana! Nahibal-an nimo
1159,2,5,Kuhaa si Schwifty,Beth,Palihug ayaw kini buhata
1160,2,5,Get Schwifty,Jerry,Summer
1161,2,5,Kuhaa si Schwifty,Summer,Maayo ka! Mobalik ka isip mga bata!
1162,2,5,Kuhaa si Schwifty,Jerry,BATA AKO! Bata na ko KARON!
1163,2,5,Kuhaa si Schwifty,Ben,Hello? Naa bay tawo dinhi? Ginoong Presidente!
1164,2,5,Kuhaa si Schwifty,Presidente,Kini ang Bluebird. Code tango-niner-alpha. Ipahunong ang paglusad. Abort! Hello? Gi block out ko niya.
1165,2,5,Kuhaa si Schwifty,Ben,Sir
1166,2,5,Kuhaa si Schwifty,Presidente,Dili igsapayan kung unsa ka schwifty
1167,2,5,Kuhaa si Schwifty,Ben,Oh Dios ko! Cc-makalupad ka ug Blackhawk?
1168,2,5,Kuhaa si Schwifty,Presidente,Mahaom ba ang dick sa Papa sa usa ka donut?
1169,2,5,Kuhaa si Schwifty,Ben,Uhhh
1170,2,5,Kuhaa si Schwifty,Presidente,Eksakto!
1171,2,5,Kuhaa si Schwifty,Cromulon,IPAKITA KUNG UNSAY NAA NIMO.
1172,2,5,Kuhaa si Schwifty,DaddyBen,Ahem. Uhhh lop-oo-lop-oo-lop-oo-dups
1173,2,5,Kuhaa ang Schwifty,PrincipalVagina,Headward nga libre karon aron mobangon!
1174,2,5,Kuhaa si Schwifty,Mr.Goldenfold, Hoy! Tan-awa ang mga ulo! Morag nasuko ang mga ulo!
1175,2,5,Kuhaa si Schwifty,Presidente,Daotan gyud ko niini
1176,2,5,Kuhaa si Schwifty,Ben,Mr. Presidente
1177,2,5,Kuhaa si Schwifty,DaddyBen,Nup-oo-nup-oo-nup-oo-nups ooh
1178,2,5,Kuhaa si Schwifty,PrincipalVagina,Sigurado ko nga adunay� kana walay labot niini.
1179,2,5,Pagkuha og Schwifty,Ting-init,Ang mga ulo wala mahimuot!
1181,2,5,Kuhaa si Schwifty,DaddyBen,Ben!
1182,2,5,Kuhaa si Schwifty,Mr.Goldenfold, Ang mga ulo ganahan niini! Ganahan sila kung DILI namo patya ang pamilyang Smith!
1183,2,5,Kuhaa ang Schwifty,PrincipalVagina,Dili! Hunonga kana! Dili ka gitugotan sa paghubad sa kabubut-on sa mga ulo!
1184,2,5,Kuhaa si Schwifty,Presidente,Ihunong ang nukleyar nga welga! Kini ang Presidente. Hunonga ang paglansad sa nukleyar nga missile!
1185,2,5,Kuhaa si Schwifty,Nathan,Ilunsad lang ang mga misil!
1186,2,5,Kuhaa ang Schwifty,Cromulon,BOO! DILI COOL!
1187,2,5,Kuhaa si Schwifty,PrincipalVagina,Ako ra ang nagsulti sa mga ulo!
1188,2,5,Kuhaa ang Schwifty,Cromulon,DISQUALIFIED!
1189,2,5,Kuhaa si Schwifty,Mr.Goldenfold, Ang mga ulo nag-disqualify sa Vagina! Kuhaa siya!
1190,2,5,Pagkuha sa Schwifty,Cromulon,DISQUALIFIED! DISQUALIFIED!
1192,2,5,Kuhaa si Schwifty,Ice-T,Husto kana
1193,2,5,Kuhaa si Schwifty,Ben,Unsay imong isulti
1194,2,5,Kuhaa si Schwifty,DaddyBen,ingon ko Buhaton nato!
1195,2,5,Kuhaa si Schwifty,DaddyBen,Sige!
1196,2,5,Kuhaa si Schwifty,Ben,Ohhhh yeahhhh!
1197,2,5,Kuhaa si Schwifty,DaddyBen,Dali
1198,2,5,Kuhaa si Schwifty,Ben,Ohhhh yeahhhh!
1199,2,5, Kuhaa si Schwifty,DaddyBen, Isulti kini uban kanako!
1201,2,5,Kuhaa si Schwifty,PrincipalVagina,Ohhh my GOOOOODDDD!!!
1205,2,5,Kuhaa si Schwifty,Cromulon,Pagkahuman sa 988 ka season sa Planet Music
1207,2,5,Kuhaa si Schwifty,Mr.Goldenfold,Musical reality show lang ba ang giingon niya?
1208,2,5,Kuhaa si Schwifty,Jerry,Oo
1209,2,5,Pagkuha og Schwifty,PrincipalVagina,HEEEEELLLLPPPP!!!!!
1210,2,5,Kuhaa si Schwifty,Beth,Atong kuhaon siya.
1211,2,5,Kuhaa si Schwifty,Presidente,Unta makatawag ko nimo pag-usab kung kinahanglan ka namo
1212,2,5,Pagkuha og Schwifty,Ben,Sigurado nga butang! And I was kinda hoping nga maka selfie ko nimo?
1213,2,5,Get Schwifty,President,Actually
1214,2,5,Kuhaa ang Schwifty,Ben,Nasabtan.
1215,2,5,Kuhaa si Schwifty,Nathan,DIIIIEEEE!!!!
1216,2,5,Kuhaa si Schwifty,Presidente,Nganong wala man siya nahimong bitin?
1217,2,5,Kuhaa si Schwifty,DaddyBen,Trade secret
1218,2,5,Kuhaa si Schwifty,Presidente,Gihigugma ko kini nga tawo!
1219,2,5,Get Schwifty,Ice-T,Magnesium-J
1221,2,5,Kuhaa ang Schwifty,Ice-T,Nausab ko. Andam ko nga makig-uban pag-usab sa akong mga kaigsoonan sa Alphabetrium.
1230,2,8, Interdimensional Cable 2 Makatintal nga Kapalaran,DaddyBen, Ayaw kabalaka bahin kang Jerry. Mamaayo ra siya. Nakadungog ka nako Jerry? Mamaayo ka!
1231,2,8,Interdimensional Cable 2 Makatintal nga Kapalaran,Ben,Woahh!
1232,2,8,Interdimensional Cable 2 Tempting Fate,DaddyBen,ooo Bantayi kanang mga butanga. Mamantsa kini kon kini mabutang sa imong sinina
1233,2,8,Interdimensional Cable 2 Tempting Fate,Beth,Nganong ibutang nimo ang mutant bacteria sa usa ka pint nga Cherry Garcia?
1234,2,8, Interdimensional Cable 2 Tempting Fate,DaddyBen,Nahibal-an ko nga dili pa kini ang oras
1235,2,8, Interdimensional Cable 2 Makatintal nga Kapalaran,Beth,Dili na.
1236,2,8,Interdimensional Cable 2 Makatintal nga Kapalaran,DaddyBen,Nagsobra ka!
1238,2,8,Interdimensional Cable 2 Tempting Fate,DaddyBen,Sige ra
1239,2,8, Interdimensional Cable 2 Makatintal nga Kapalaran,Ting-init, Mamatay ba siya?
1242,2,8, Interdimensional Cable 2 Makatintal nga Kapalaran,DaddyBen, Unsa? Ang matag ospital nag-angkon nga adunay labing kaayo nga doktor sa galaksiya. Sama kini sa mga lugar sa pizza nga nag-angkon nga adunay labing kaayo nga pizza sa kalibutan. Unsa- Sa imong hunahuna aduna silay mga kontes sa pizza? Nakaadto ka na ba ug pizza contest?
1243,2,8,Interdimensional Cable 2 Tempting Fate,Beth,Adto sa waiting room
1246,2,8, Interdimensional Cable 2 Makatintal nga Kapalaran,DaddyBen,Usa ka sequel.
1248,2,8,Interdimensional Cable 2 Tempting Fate,DaddyBen,Oo ako dili
1256,2,8, Interdimensional Cable 2 Makatintal nga Kapalaran,Announcer, Eye-hole! Kuhaa sila karon! IKEA.
1257,2,8,Interdimensional Cable 2 Tempting Fate,DaddyBen,Kinahanglang mag-amping ka Ben
1258,2,8,Interdimensional Cable 2 Tempting Fate,Beth,Dili ko makatuo nga gipasabot nimo ang alien cereal
1259,2,8,Interdimensional Cable 2 Tempting Fate,DaddyBen,Aw traynta y nuwebe ka tuig na kaayo ka
1260,2,8,Interdimensional Cable 2 Makatintal nga Kapalaran,Jerry,Asa ko?
1261,2,8,Interdimensional Cable 2 Tempting Fate,AlienDoctor,Relax Mr. Smith
1264,2,8, Interdimensional Cable 2 Makatintal nga Kapalaran,Jerry,My goodness.
1266,2,8,Interdimensional Cable 2 Makatintal nga Kapalaran,Jerry,I see-HULAT! Unsa?
1268,2,8,Interdimensional Cable 2 Tempting Fate,Jerry,Oo
1272,2,8,Interdimensional Cable 2 Tempting Fate,Jerry,Sige! Igo na. Naghisgot ka bahin sa akong klase Nakasabot mi sa genocide
1275,2,8,Interdimensional Cable 2 Tempting Fate,Jerry,Yes I will! Tama na
1276,2,8,Interdimensional Cable 2 Tempting Fate,DaddyBen,Hoy
1277,2,8,Interdimensional Cable 2 Tempting Fate,Ben,Huh? Uh
1278,2,8,Interdimensional Cable 2 Makatintal nga Kapalaran,DaddyBen,Ben atong-tan-awon nato kung unsa pa ang naa.
1279,2,8, Interdimensional Cable 2 Makatintal nga Kapalaran,Ben, Okay.
1283,2,8, Interdimensional Cable 2 Makatintal nga Kapalaran,Ben,Whoa! Tan-awa! Kana nga babaye nga adunay tanan nga mga tae sa iyang nawong sama sa Worf gikan sa Star Trek! Nagkuha kana ug kape! Giunsa niya pag-abot didto!
1284,2,8, Interdimensional Cable 2 Makatintal nga Kapalaran,DaddyBen,Oh
1286,2,8,Interdimensional Cable 2 Makatintal nga Kapalaran,Beth,Kana ba ang angay natong kabalak-an?
1287,2,8, Interdimensional Cable 2 Makatintal nga Kapalaran,DaddyBen, Pahilayo lang sa makina sa kape.
1289,2,8, Interdimensional Cable 2 Tempting Fate,Announcer,Sa usa ka kalibutan
1291,2,8, Interdimensional Cable 2 Makatintal nga Kapalaran,Announcer,Ug napulo ug unom ka quadrant. Adunay igo ra nga oras alang sa usa ka Jan-Michael Vincent nga makaabut sa usa ka kuwadrante. Dili siya mahimo sa duha ka quadrant sa usa ka higayon.
1292,2,8, Interdimensional Cable 2 Tempting Fate,Ben,Daddy Ben
1293,2,8, Interdimensional Cable 2 Makatintal nga Kapalaran,DaddyBen,Oh tawo
1294,2,8,Interdimensional Cable 2 Makatintal nga Kapalaran,Announcer,Jan-Michael Vincent's kay nahurot na.
1296,2,8,Interdimensional Cable 2 Tempting Fate,Ben,Importante ba nga mahibal-an nato kung kinsa si Jan-Michael Vincent aron makuha kini?
1297,2,8, Interdimensional Cable 2 Makatintal nga Kapalaran,DaddyBen, Dili.
1299,2,8,Interdimensional Cable 2 Tempting Fate,Announcer,Karong Enero
1301,2,8, Interdimensional Cable 2 Makatintal nga Kapalaran,DaddyBen, Kana si Jan-Michaels.
1302,2,8,Interdimensional Cable 2 Tempting Fate,Ben,Excuse me
1303,2,8,Interdimensional Cable 2 Makatintal nga Kapalaran,DaddyBen,Sige
1304,2,8, Interdimensional Cable 2 Tempting Fate,AlienDoctor,Busa
1305,2,8, Interdimensional Cable 2 Makatintal nga Kapalaran,Jerry, Nakuha na.
1306,2,8, Interdimensional Cable 2 Tempting Fate,AlienDoctor, Gibilin ang usa ka partial nga gitas-on sa naputol nga urethra nga
1307,2,8, Interdimensional Cable 2 Tempting Fate,Jerry,Oh
1308,2,8, Interdimensional Cable 2 Tempting Fate,AlienDoctor,Oh
1309,2,8,Interdimensional Cable 2 Tempting Fate,Jerry,Oh
1328,2,8, Interdimensional Cable 2 Makatintal nga Kapalaran,AlienDoctor, Smith nga pamilya?
1329,2,8,Interdimensional Cable 2 Makatintal nga Kapalaran,Beth,Oo?
1330,2,8, Interdimensional Cable 2 Tempting Fate,AlienDoctor, Gusto nakong ipahibalo kaninyong tanan nga si Jerry maayo ra.
1332,2,8, Interdimensional Cable 2 Tempting Fate,AlienDoctor,Apan
