path,text,speaker
synthetic_bisaya_audio\synthetic_615.wav,mas maayo pa kay sa paghimo sa imong mga problema nga problema sa uban,
synthetic_bisaya_audio\synthetic_616.wav,kinahanglan mahibalo ka nga dili kana orihinal,
synthetic_bisaya_audio\synthetic_617.wav,wala na koy buhaton nga makita siya pag-usab,
synthetic_bisaya_audio\synthetic_618.wav,jaguar wala makahimo niini,
synthetic_bisaya_audio\synthetic_619.wav,buhata kini okay,
synthetic_bisaya_audio\synthetic_620.wav,pickle man,
synthetic_bisaya_audio\synthetic_621.wav,patay na ang anak nga babaye ni jaguar,
synthetic_bisaya_audio\synthetic_622.wav,si jaguar usa ka mananap ikaw usa ka intelihenteng adobo makahimo mig negosyo,
synthetic_bisaya_audio\synthetic_623.wav,sa akong hunahuna dili magkita ta dayon,
synthetic_bisaya_audio\synthetic_624.wav,ania ba ang helicopter?,
synthetic_bisaya_audio\synthetic_625.wav,sultihi sila nga kami gitulis,
synthetic_bisaya_audio\synthetic_626.wav,nahadlok ko nga mapalagpot akong mga anak,
synthetic_bisaya_audio\synthetic_627.wav,good summer,
synthetic_bisaya_audio\synthetic_628.wav,nasuko ko nga dili ko makahuff enamel nga walay mga tawo nga maghunahuna nga kini tungod kay ang akong pamilya sip-on nanghinaut ko nga makita sa usa ka adlaw ingon usa ka tawo nga gusto nga motaas,
synthetic_bisaya_audio\synthetic_629.wav,good job ben,
synthetic_bisaya_audio\synthetic_630.wav,naguol ko nga nangihi ko naguol ko nga nangihi ko sa klase kay sa kasilyas,
synthetic_bisaya_audio\synthetic_631.wav,tan-awa kining pamilyaha kamo mga pro unsa ang imong hunahuna bahin sa pagbuhat niini kausa sa usa ka semana?,
synthetic_bisaya_audio\synthetic_632.wav,ugh,
synthetic_bisaya_audio\synthetic_633.wav,ikaw si daddy ben,
synthetic_bisaya_audio\synthetic_634.wav,mm-hmm,
synthetic_bisaya_audio\synthetic_635.wav,daghan kog nadunggan bahin nimo karon ang imong pamilya nabuang nimo gitahod ka sa imong anak nga babaye swerte kaayo ka,
synthetic_bisaya_audio\synthetic_636.wav,papa gusto ko nga isulti nimo kung unsa ang naa sa syringe,
synthetic_bisaya_audio\synthetic_637.wav,pinaagi sa pagbag-o kanimo gikan sa usa ka adobo ngadto sa usa ka tawo,
synthetic_bisaya_audio\synthetic_638.wav,oo,
synthetic_bisaya_audio\synthetic_639.wav,aron dili na ko kinahanglan nga moanhi dinhi,
synthetic_bisaya_audio\synthetic_640.wav,nganong dili ka gustong moanhi dinhi?,
synthetic_bisaya_audio\synthetic_641.wav,are we gonna go back?,
synthetic_bisaya_audio\synthetic_464.wav,aw! aw! gibira ko nimo pag-ayo!,male-en-2
synthetic_bisaya_audio\synthetic_465.wav,kinahanglan na ta manglakaw,male-en-2
synthetic_bisaya_audio\synthetic_466.wav,unsay imong hunahuna niininaglupad nga sakyanan,female-en-5
synthetic_bisaya_audio\synthetic_470.wav,tt-buang gyud kana!,female-en-5
synthetic_bisaya_audio\synthetic_472.wav,jessica soho? gikan sa akong klase sa math?,male-en-2
synthetic_bisaya_audio\synthetic_475.wav,ug si jessica soho mahimong eva.,female-en-5
synthetic_bisaya_audio\synthetic_476.wav,whhhh-wha?,female-en-5
synthetic_bisaya_audio\synthetic_478.wav,dili,male-en-2
synthetic_bisaya_audio\synthetic_481.wav,ikaw-dili ka angay mabalaka nga makauban ko si jessica soho o bisan unsa. sh-sh-siya siya,female-en-5
synthetic_bisaya_audio\synthetic_482.wav,wala koy labot kang jessica soho! y-yyyyyyyyyyou,male-en-2
synthetic_bisaya_audio\synthetic_483.wav,you know what,male-en-2
synthetic_bisaya_audio\synthetic_484.wav,mao namao na,male-en-2
synthetic_bisaya_audio\synthetic_485.wav,pahawa gikan kanako,male-en-2
synthetic_bisaya_audio\synthetic_491.wav,kadto?,male-en-2
synthetic_bisaya_audio\synthetic_492.wav,sure. ngano man? dili ko,male-en-2
synthetic_bisaya_audio\synthetic_494.wav,oh my god,male-en-2
synthetic_bisaya_audio\synthetic_495.wav,ben,male-en-2
synthetic_bisaya_audio\synthetic_498.wav,unsa?,male-en-2
synthetic_bisaya_audio\synthetic_499.wav,papa?,female-en-5
synthetic_bisaya_audio\synthetic_504.wav,okay,male-en-2
synthetic_bisaya_audio\synthetic_506.wav,unsa? tinuod?,female-en-5
synthetic_bisaya_audio\synthetic_508.wav,karon,female-en-5
synthetic_bisaya_audio\synthetic_510.wav,lima ug lima.,male-en-2
synthetic_bisaya_audio\synthetic_512.wav,mahimo ba nako kini ipakita kanimo?,female-en-5
synthetic_bisaya_audio\synthetic_513.wav,wow. g-gwapa silang duha. salamat!,male-en-2
synthetic_bisaya_audio\synthetic_514.wav,nasayod ka unsay akong gihinganlan niini? akong gamay nga morties.,female-en-5
synthetic_bisaya_audio\synthetic_516.wav,usba ang ngalan nila?,female-en-5
synthetic_bisaya_audio\synthetic_517.wav,suklia sila. manhandle sila. ihatag kanila ang negosyo. tan-awa kon mahimo ba nimo silang shuffle. buot ipasabot,male-en-2
synthetic_bisaya_audio\synthetic_518.wav,wow. aw,male-en-2
synthetic_bisaya_audio\synthetic_519.wav,mm. oh,female-en-5
synthetic_bisaya_audio\synthetic_527.wav,wala ko kahibalo,male-en-2
synthetic_bisaya_audio\synthetic_529.wav,buhaton ko unya,male-en-2
synthetic_bisaya_audio\synthetic_532.wav,knock,male-en-2
synthetic_bisaya_audio\synthetic_534.wav,gihatagan ko sa akong manager og usa ka oras para sa paniudto,female-en-5
synthetic_bisaya_audio\synthetic_535.wav,jerry,male-en-2
synthetic_bisaya_audio\synthetic_537.wav,whoa! unsa man ni sa salog? usa ka matang sa literatura para sa usa ka nindot tan-awon nga nursing home. hoy,male-en-2
synthetic_bisaya_audio\synthetic_538.wav,hoy,male-en-2
synthetic_bisaya_audio\synthetic_539.wav,anaa siya. sige. tara na,female-en-5
synthetic_bisaya_audio\synthetic_541.wav,holy crap,male-en-2
synthetic_bisaya_audio\synthetic_545.wav,nakita nimo kung unsa ang among nakit-an,female-en-5
synthetic_bisaya_audio\synthetic_547.wav,husto na,female-en-5
synthetic_bisaya_audio\synthetic_548.wav,daghan ka pangutana,female-en-5
synthetic_bisaya_audio\synthetic_550.wav,aaaaaahhhh!!!!!!,female-en-5
synthetic_bisaya_audio\synthetic_551.wav,kinahanglan nimong i-on,male-en-2
synthetic_bisaya_audio\synthetic_557.wav,ahem,male-en-2
synthetic_bisaya_audio\synthetic_560.wav,nagbiaybiay ka nako?! mao na,female-en-5
synthetic_bisaya_audio\synthetic_562.wav,ooh,male-en-2
synthetic_bisaya_audio\synthetic_566.wav,wow,male-en-2
synthetic_bisaya_audio\synthetic_567.wav,adunay usa lang ka problema,female-en-5
synthetic_bisaya_audio\synthetic_569.wav,adunay mga paagi aron makabalik,male-en-2
synthetic_bisaya_audio\synthetic_573.wav,ibutang sila sa sulod didto,male-en-2
synthetic_bisaya_audio\synthetic_574.wav,uuuh.,female-en-5
synthetic_bisaya_audio\synthetic_577.wav,ang tinuod mao,female-en-5
synthetic_bisaya_audio\synthetic_578.wav,unsa? nganong wala man nimo kami gipahibalo?,male-en-2
synthetic_bisaya_audio\synthetic_583.wav,naa mi gamay nga panghitabo. usa ka estudyante ang na-freeze hangtod namatay. ug walay ebidensya nga usa ka latino nga estudyante ang nagbuhat niini! gusto sa tanan nga dad-on kini sa usa ka lugar sa rasa. dili nako sila pasagdan.,female-en-5
synthetic_bisaya_audio\synthetic_584.wav,ang glarp zone kay para lang sa flarping ug unglarping.,female-en-5
synthetic_bisaya_audio\synthetic_585.wav,nagpasabot kana nga buotan sila. buotan ka nga bata,male-en-2
synthetic_bisaya_audio\synthetic_590.wav,ohhhhh!,male-en-2
synthetic_bisaya_audio\synthetic_591.wav,aaaaah!,male-en-2
synthetic_bisaya_audio\synthetic_593.wav,ooh! oh,male-en-2
synthetic_bisaya_audio\synthetic_594.wav,whoooooo!,female-en-5
synthetic_bisaya_audio\synthetic_595.wav,kinahanglan kong i-type ang mga coordinate sa among kalibutan,female-en-5
synthetic_bisaya_audio\synthetic_599.wav,holy crap! kini mao ang buang!,male-en-2
synthetic_bisaya_audio\synthetic_601.wav,ikaw si ben,male-en-2
synthetic_bisaya_audio\synthetic_602.wav,oo.,male-en-2
synthetic_bisaya_audio\synthetic_604.wav,ako usa ka masuk-anon nga amahan,male-en-2
synthetic_bisaya_audio\synthetic_605.wav,kamo kinahanglan nga dili gayud magtandog niana nga butang. labaw pa sa imong pangatarungan.,male-en-2
synthetic_bisaya_audio\synthetic_607.wav,gikuha ang usa aron mahibal-an ang usa.,female-en-5
synthetic_bisaya_audio\synthetic_609.wav,gibalhin ka namo sa nursing home.,female-en-5
synthetic_bisaya_audio\synthetic_611.wav,unsay buot ipasabot?,female-en-5
synthetic_bisaya_audio\synthetic_614.wav,iii wala mahibalo kon unsay imong gipasabot niana. mahimo ba nimo nga mas espesipiko gamay?,female-en-5
synthetic_bisaya_audio\synthetic_615.wav,ako?,male-en-2
synthetic_bisaya_audio\synthetic_618.wav,unsa man?,male-en-2
synthetic_bisaya_audio\synthetic_623.wav,walay ideya kung unsa ang imong gihisgutan.,female-en-5
synthetic_bisaya_audio\synthetic_627.wav,full disclosure,male-en-2
synthetic_bisaya_audio\synthetic_628.wav,unsa? nganong nagtan-aw ka nako? gusto ka mugawas? sa gawas?,female-en-5
synthetic_bisaya_audio\synthetic_629.wav,sa gawas?,female-en-5
synthetic_bisaya_audio\synthetic_630.wav,gibiaybiay ba ko nimo?! dali!,male-en-2
synthetic_bisaya_audio\synthetic_633.wav,akong gihunahuna ang tibuuk nga punto sa ang pagbaton og iro kay mobati nga labaw,male-en-2
synthetic_bisaya_audio\synthetic_634.wav,ha-ha!,female-en-5
synthetic_bisaya_audio\synthetic_635.wav,boy,female-en-5
synthetic_bisaya_audio\synthetic_641.wav,no way.,female-en-5
synthetic_bisaya_audio\synthetic_643.wav,www-unsa kini?,female-en-5
synthetic_bisaya_audio\synthetic_644.wav,kini usa ka gamit,male-en-2
synthetic_bisaya_audio\synthetic_647.wav,inception adunay kahulugan.,female-en-5
synthetic_bisaya_audio\synthetic_648.wav,dili nimo kinahanglan nga sulayan nga mapabilib ako,female-en-5
synthetic_bisaya_audio\synthetic_649.wav,sus,male-en-2
synthetic_bisaya_audio\synthetic_653.wav,wala ka kaila nako!,male-en-2
synthetic_bisaya_audio\synthetic_654.wav,uh-oh! spoiler!,male-en-2
synthetic_bisaya_audio\synthetic_657.wav,wheat thins. wheat thins.,female-en-5
synthetic_bisaya_audio\synthetic_658.wav,kuhaon,female-en-5
synthetic_bisaya_audio\synthetic_659.wav,paulbo kini.,male-en-2
synthetic_bisaya_audio\synthetic_661.wav,mas maayo nga hunongon na nimo kana.,female-en-5
synthetic_bisaya_audio\synthetic_666.wav,aaaaaaaaaaaaaaaaaaaaaaaahhhhhhhhhhhhhhhh!!!!!!!!!!!!!!!!!!!,male-en-2
synthetic_bisaya_audio\synthetic_670.wav,wag ka nga baby! likayan nimo nga mapusilan sa tinuod nga kinabuhi sa tanang panahon,male-en-2
synthetic_bisaya_audio\synthetic_674.wav,ooowwwwowowwaawaa!,male-en-2
synthetic_bisaya_audio\synthetic_675.wav,aaaawwaaaaawaawa!,male-en-2
synthetic_bisaya_audio\synthetic_676.wav,ooooyayawawa!,male-en-2
synthetic_bisaya_audio\synthetic_679.wav,hmm?,male-en-2
synthetic_bisaya_audio\synthetic_681.wav,tungod kay pareho ming mga hamtong nga makatarunganon nga dili gusto nga adunay daotan nga mahitabo. ug tungod kay ako adunay taming sa tawo.,male-en-2
synthetic_bisaya_audio\synthetic_682.wav,mrs. pancakes! aaaaaaaahhhhh!!!!!,female-en-5
synthetic_bisaya_audio\synthetic_684.wav,whooooa! whoooooooa! whoa! whoooooooaaaaaaaa!,female-en-5
synthetic_bisaya_audio\synthetic_685.wav,aaaaaaaaaaaaaaaaaaaaaaaahhhhhhhhhh!!!!!!!!!!,male-en-2
synthetic_bisaya_audio\synthetic_687.wav,pretty concise,female-en-5
synthetic_bisaya_audio\synthetic_688.wav,wala ka kabalo m-,male-en-2
synthetic_bisaya_audio\synthetic_689.wav,ayaw paghukom,male-en-2
synthetic_bisaya_audio\synthetic_691.wav,whoa,male-en-2
synthetic_bisaya_audio\synthetic_692.wav,pasayloa ko. dili,female-en-5
synthetic_bisaya_audio\synthetic_693.wav,whoa!,male-en-2
synthetic_bisaya_audio\synthetic_698.wav,unsa man? ang damgo nga bersyon ni goldenfold sa mrs.,female-en-5
synthetic_bisaya_audio\synthetic_700.wav,ooooooohhhhh! holy crap!,female-en-5
synthetic_bisaya_audio\synthetic_701.wav,looks sama sa usa ka matang sa legal nga luwas nga knock-off sa usa ka '80s horror character nga adunay gagmay nga mga espada alang sa mga tudlo imbes mga kutsilyo.,male-en-2
synthetic_bisaya_audio\synthetic_703.wav,whoa! uy,male-en-2
synthetic_bisaya_audio\synthetic_704.wav,snuffles fix. make better.,female-en-5
synthetic_bisaya_audio\synthetic_706.wav,snuffles gusto sabton.snuffles kinahanglan,female-en-5
synthetic_bisaya_audio\synthetic_707.wav,ngano dili?,female-en-5
synthetic_bisaya_audio\synthetic_708.wav,wala ko kabalo. indian nga paghatag.402,male-en-2
synthetic_bisaya_audio\synthetic_709.wav,holy crap! kinahanglan kitang moikyas ngadto sa mga damgo sa uban,female-en-5
synthetic_bisaya_audio\synthetic_712.wav,nagkatawa ka? kini pag-usab? oh,male-en-2
synthetic_bisaya_audio\synthetic_713.wav,way lain gawas sa kahadlok gikan dinhi,male-en-2
synthetic_bisaya_audio\synthetic_715.wav,holy crap,female-en-5
synthetic_bisaya_audio\synthetic_716.wav,hain man ang akong testicles,male-en-2
synthetic_bisaya_audio\synthetic_717.wav,ayaw kog tawga nga ingon ana!,male-en-2
synthetic_bisaya_audio\synthetic_718.wav,snuffles akong slave name. tawgon ko nimog snowball,male-en-2
synthetic_bisaya_audio\synthetic_720.wav,aaaaaaahhh!!!!!,male-en-2
synthetic_bisaya_audio\synthetic_721.wav,sultihi ko,female-en-5
synthetic_bisaya_audio\synthetic_723.wav,hoy. oh,female-en-5
synthetic_bisaya_audio\synthetic_724.wav,yeah. totally. adto na,male-en-2
synthetic_bisaya_audio\synthetic_729.wav,tawo,male-en-2
synthetic_bisaya_audio\synthetic_730.wav,makadagan ka,male-en-2
synthetic_bisaya_audio\synthetic_732.wav,apan kana ang kaatbang sa unsa-,male-en-2
synthetic_bisaya_audio\synthetic_736.wav,pay,male-en-2
synthetic_bisaya_audio\synthetic_737.wav,agresibo kaayo ka,male-en-2
synthetic_bisaya_audio\synthetic_739.wav,dili ko gusto nga hisgutan kini!,male-en-2
synthetic_bisaya_audio\synthetic_747.wav,kanunay kong gidumtan.nga kanta!,female-en-5
synthetic_bisaya_audio\synthetic_749.wav,ang sekso sagrado!,female-en-5
synthetic_bisaya_audio\synthetic_751.wav,holy crap! daoton! nahibal-an ko ang usa ka butang nga sigurado nga gihatagan nako si ben oga sa matematika,male-en-2
synthetic_bisaya_audio\synthetic_754.wav,dili ko makatuo kung giunsa mean snuffles nakuha tungod lang kay siya maalamon.,female-en-5
synthetic_bisaya_audio\synthetic_757.wav,- dad!- daddy ben!,female-en-5
synthetic_bisaya_audio\synthetic_765.wav,damgo kini,female-en-5
synthetic_bisaya_audio\synthetic_767.wav,ï¿½unom ka oras na ang milabay. ang mga damgo nagpalihok sa usa ka gatos nga katulin sa reyalidad,male-en-2
synthetic_bisaya_audio\synthetic_769.wav,close.,female-en-5
synthetic_bisaya_audio\synthetic_774.wav,kami dili sila! kami dili sila.,male-en-2
synthetic_bisaya_audio\synthetic_777.wav,mahimo nimo akong tawgon nga snuffles,male-en-2
synthetic_bisaya_audio\synthetic_778.wav,pasayloa ko. sama ra sa katapusan saold yeller.,female-en-5
synthetic_bisaya_audio\synthetic_779.wav,wow! usa ka tibuok kalibutan nga gipuy-an sa intelihente nga mga iro. ambot kon unsay mahitabo,male-en-2
synthetic_bisaya_audio\synthetic_780.wav,sa akong hunahuna kini maayo,female-en-5
synthetic_bisaya_audio\synthetic_783.wav,oooh!ang imong damgo,male-en-2
synthetic_bisaya_audio\synthetic_787.wav,ugghh,male-en-2
synthetic_bisaya_audio\synthetic_793.wav,ahhh,female-en-5
synthetic_bisaya_audio\synthetic_795.wav,pasayloa ko,male-en-2
synthetic_bisaya_audio\synthetic_797.wav,maayo ang akong kaminyoon,male-en-2
synthetic_bisaya_audio\synthetic_798.wav,kakahibaw mo unsa,female-en-5
synthetic_bisaya_audio\synthetic_803.wav,heck yeah! salamat,male-en-2
synthetic_bisaya_audio\synthetic_805.wav,ugh,male-en-2
synthetic_bisaya_audio\synthetic_807.wav,want kinda question is that?,female-en-5
synthetic_bisaya_audio\synthetic_808.wav,theyes orno kind.,female-en-5
synthetic_bisaya_audio\synthetic_812.wav,unya unsa man ang kapuslanan saoo?,female-en-5
synthetic_bisaya_audio\synthetic_813.wav,ang paghigugma kanimo trabaho,male-en-2
synthetic_bisaya_audio\synthetic_816.wav,this late?,male-en-2
synthetic_bisaya_audio\synthetic_817.wav,naay starlit derby ang racetrack,male-en-2
synthetic_bisaya_audio\synthetic_819.wav,wow,female-en-5
synthetic_bisaya_audio\synthetic_821.wav,oh tawo. i love you too,female-en-5
synthetic_bisaya_audio\synthetic_822.wav,nahasol ka ba ani nga punk,female-en-5
synthetic_bisaya_audio\synthetic_827.wav,balik gani ko nga mauban sa akong lalaki!,male-en-2
synthetic_bisaya_audio\synthetic_828.wav,tama na bradley.dili mi gusto nga masamdan nimo imong bukton nga naglabay ug,male-en-2
synthetic_bisaya_audio\synthetic_829.wav,ayaw kog biyai,male-en-2
synthetic_bisaya_audio\synthetic_832.wav,mag-inusara siya sa maong lalaki sa tibuok,female-en-5
synthetic_bisaya_audio\synthetic_833.wav,pagdali ben,female-en-5
synthetic_bisaya_audio\synthetic_835.wav,unya nasayop ka sulod sa unom ka bulan. oh,male-en-2
synthetic_bisaya_audio\synthetic_839.wav,usa ka may katakus.,male-en-2
synthetic_bisaya_audio\synthetic_841.wav,ang atong panahon mahimong dili lig-on? unsa man ang gipasabut niana?,female-en-5
synthetic_bisaya_audio\synthetic_842.wav,nagpasabot kini nga relaks ug hunong na sa pagka puki,male-en-2
synthetic_bisaya_audio\synthetic_843.wav,wait a minute,male-en-2
synthetic_bisaya_audio\synthetic_844.wav,ug lakaw na ta!,female-en-5
synthetic_bisaya_audio\synthetic_848.wav,summer,male-en-2
synthetic_bisaya_audio\synthetic_849.wav,m-gimingaw lang kaayo mi nimo.,male-en-2
synthetic_bisaya_audio\synthetic_850.wav,oo literal nga makaguba nila. karon paminaw,male-en-2
synthetic_bisaya_audio\synthetic_851.wav,mas maayo nga dili kini suborno. kung makit-an nako ang usa ka butang nga wala sa lugar niini nga balay,male-en-2
synthetic_bisaya_audio\synthetic_854.wav,uh oh.,male-en-2
synthetic_bisaya_audio\synthetic_855.wav,phew,male-en-2
synthetic_bisaya_audio\synthetic_856.wav,tawo kanang tawhana mao ang pula nga grin grumble nga nagpakaaron-ingnon nga nahibal-an niya. unsay nahitabo. oh uyon ka,male-en-2
synthetic_bisaya_audio\synthetic_859.wav,yeah huh!,male-en-2
synthetic_bisaya_audio\synthetic_862.wav,shut up ben,male-en-2
synthetic_bisaya_audio\synthetic_863.wav,you shut up you dako babayeng asshole!,male-en-2
synthetic_bisaya_audio\synthetic_865.wav,wala ka nabuhat?,female-en-5
synthetic_bisaya_audio\synthetic_866.wav,unsa ang imo?,female-en-5
synthetic_bisaya_audio\synthetic_867.wav,paghilom ka!,male-en-2
synthetic_bisaya_audio\synthetic_868.wav,whoa whoa what-unsa impyerno impyerno?,male-en-2
synthetic_bisaya_audio\synthetic_870.wav,wala ba kaninyoy kasigurohan sa bisan unsang butang karon lang?,male-en-2
synthetic_bisaya_audio\synthetic_877.wav,unsay nahitabo grampa?,female-en-5
synthetic_bisaya_audio\synthetic_878.wav,shut up! oh crap gibiaybiay ba ko nimo? duha ka tuldok? dili kinahanglan nga labaw pa sa usa ka tuldok kamong duha naghimo kanamong walay kasigurohan!,male-en-2
synthetic_bisaya_audio\synthetic_879.wav,unsay buot nimong ipasabot?,female-en-5
synthetic_bisaya_audio\synthetic_880.wav,unsa? sa english?,male-en-2
synthetic_bisaya_audio\synthetic_882.wav,ang atong panahon nabali.kamong duha sa usa ka paagi nakamugna ug feedback loop sa kawalay kasiguruhan nga nagbahin sa atong realidad ngadto sa duha parehas nga posible nga mga imposible. k-kita sama gyud sa usa ka lalaki nga makahimo sa pagpadayon sa usa ka platonic nga panaghigalaay sa usa ka madanihon nga babaye nga kauban sa trabaho. kami hingpit nga hypothetical.,female-en-5
synthetic_bisaya_audio\synthetic_883.wav,apan ako naghunahuna nga adunay walay katapusan nga mga timeline.,male-en-2
synthetic_bisaya_audio\synthetic_885.wav,katong mga iring?,male-en-2
synthetic_bisaya_audio\synthetic_888.wav,cold stone creamery ang labing kaayo. unsay angay natong buhaton sa nahibilin natong baynte dolyares?,female-en-5
synthetic_bisaya_audio\synthetic_891.wav,naigo ko og usa! k-kinahanglan namong isulti ang mga polis nga imong gimaneho.,female-en-5
synthetic_bisaya_audio\synthetic_892.wav,a-unsa?,male-en-2
synthetic_bisaya_audio\synthetic_893.wav,kini ang rum raisin!,female-en-5
synthetic_bisaya_audio\synthetic_894.wav,buhi pa.,female-en-5
synthetic_bisaya_audio\synthetic_898.wav,it's okay,male-en-2
synthetic_bisaya_audio\synthetic_900.wav,oo beth.,male-en-2
synthetic_bisaya_audio\synthetic_901.wav,mao kini ang hinungdan nga dili ka mag-freeze sa oras,female-en-5
synthetic_bisaya_audio\synthetic_905.wav,bisan unsa imong ipangutana,male-en-2
synthetic_bisaya_audio\synthetic_906.wav,huh,male-en-2
synthetic_bisaya_audio\synthetic_907.wav,oh shit.,female-en-5
synthetic_bisaya_audio\synthetic_909.wav,good i'm glad it was painful. you do deserve it! nakita ko nimo,male-en-2
synthetic_bisaya_audio\synthetic_910.wav,aw dili gyud nimo mapasayon,female-en-5
synthetic_bisaya_audio\synthetic_912.wav,pirme ko nimo gisakyan ug karon naay mohalok sa imong asno!,female-en-5
synthetic_bisaya_audio\synthetic_917.wav,mao kana ang akong nars,female-en-5
synthetic_bisaya_audio\synthetic_918.wav,isip usa ka beterinaryo,female-en-5
synthetic_bisaya_audio\synthetic_919.wav,geez,female-en-5
synthetic_bisaya_audio\synthetic_921.wav,i mean gipusil na. uban sa pusil.,male-en-2
synthetic_bisaya_audio\synthetic_922.wav,mahimo ba ko nga makatabang kanimo,female-en-5
synthetic_bisaya_audio\synthetic_923.wav,sa imong mga damgo,male-en-2
synthetic_bisaya_audio\synthetic_926.wav,no.,male-en-2
synthetic_bisaya_audio\synthetic_929.wav,pagluwas sa atong kinabuhi. human niya ako pagawason siya moadto alang kanimo!,male-en-2
synthetic_bisaya_audio\synthetic_931.wav,ako!,male-en-2
synthetic_bisaya_audio\synthetic_932.wav,ahh!,female-en-5
synthetic_bisaya_audio\synthetic_933.wav,whoa whoa!,female-en-5
synthetic_bisaya_audio\synthetic_935.wav,ikaw nga anak sa usa ka bitch,female-en-5
synthetic_bisaya_audio\synthetic_936.wav,kinsa ni karon?,male-en-2
synthetic_bisaya_audio\synthetic_937.wav,kasagaran siya nagtrabaho sa mga kabayo.,male-en-2
synthetic_bisaya_audio\synthetic_938.wav,jesus,female-en-5
synthetic_bisaya_audio\synthetic_939.wav,shh shh kabalo ko asa ka,female-en-5
synthetic_bisaya_audio\synthetic_940.wav,holy shit,male-en-2
synthetic_bisaya_audio\synthetic_941.wav,aw kung ang tanan nako na-knockout ang tanan nga daddy bens,male-en-2
synthetic_bisaya_audio\synthetic_942.wav,tama.,female-en-5
synthetic_bisaya_audio\synthetic_945.wav,sa akong hunahuna sigurado ako nga f'd kami sa a.,male-en-2
synthetic_bisaya_audio\synthetic_946.wav,gibutang ka namo sa usa ka crate sa iro tungod kay nagbinuang ka,female-en-5
synthetic_bisaya_audio\synthetic_947.wav,gisulayan nimo ang pagpatay sa imong kaugalingon!,male-en-2
synthetic_bisaya_audio\synthetic_951.wav,gitawag ko ang akong kaugalingon. dinhi,male-en-2
synthetic_bisaya_audio\synthetic_952.wav,ayaw pag-ilog niini,female-en-5
synthetic_bisaya_audio\synthetic_953.wav,hoy daddy ben,female-en-5
synthetic_bisaya_audio\synthetic_954.wav,fine ako ra mismo ang mobuhat.,female-en-5
synthetic_bisaya_audio\synthetic_957.wav,kini usa ka mangtas!,male-en-2
synthetic_bisaya_audio\synthetic_959.wav,unsa man?! ang imong oras kay giguba sa impyerno! giputol nimo ang imong oras,male-en-2
synthetic_bisaya_audio\synthetic_960.wav,giunsa kini nahitabo?,male-en-2
synthetic_bisaya_audio\synthetic_961.wav,shut the fuck up! oh,female-en-5
synthetic_bisaya_audio\synthetic_962.wav,oh way to go,male-en-2
synthetic_bisaya_audio\synthetic_963.wav,oo grampa,female-en-5
synthetic_bisaya_audio\synthetic_964.wav,paghilom. dinhi,male-en-2
synthetic_bisaya_audio\synthetic_969.wav,panahon nga bilanggoan?,female-en-5
synthetic_bisaya_audio\synthetic_970.wav,gikawat nimo ang usa ka oras nga nagyelo nga kristal gikan sa mga testicle nga monster?,female-en-5
synthetic_bisaya_audio\synthetic_971.wav,malipayon unta ko nga mobayad niini,male-en-2
synthetic_bisaya_audio\synthetic_974.wav,wala bay kuting sa dapit nga nanginahanglan ug manicure?,female-en-5
synthetic_bisaya_audio\synthetic_975.wav,honey,female-en-5
synthetic_bisaya_audio\synthetic_976.wav,sa akong hunahuna kana ang katapusan niana.,male-en-2
synthetic_bisaya_audio\synthetic_978.wav,uh-huh,female-en-5
synthetic_bisaya_audio\synthetic_980.wav,sa imong hunahuna gusto ko nga mahimong usa ka omniscient imortal nga molapas sa oras ug luna sa tibuok nakong kinabuhi? naa koy mga ambisyon nga lalaki,male-en-2
synthetic_bisaya_audio\synthetic_981.wav,unsa kaha kon sultihan ko ikaw nga adunay usa ka dako nga tiket sa imong luyo?,male-en-2
synthetic_bisaya_audio\synthetic_983.wav,dili ko makiglalis niana.,female-en-5
synthetic_bisaya_audio\synthetic_984.wav,chris!,female-en-5
synthetic_bisaya_audio\synthetic_985.wav,gipatay nimo akong pusil!,female-en-5
synthetic_bisaya_audio\synthetic_987.wav,maayong pangutana. nagtuo ko nga ang tubag mao ang,male-en-2
synthetic_bisaya_audio\synthetic_988.wav,lis- ay,male-en-2
synthetic_bisaya_audio\synthetic_992.wav,usa ka katapusan nga paghunong.,male-en-2
synthetic_bisaya_audio\synthetic_996.wav,gitan-aw nako siya. salamat sa pag fd nako nga ingon ana.,male-en-2
synthetic_bisaya_audio\synthetic_999.wav,woohoo! whoo! whoo!,female-en-5
synthetic_bisaya_audio\synthetic_1000.wav,you know what i'm talking about,female-en-5
synthetic_bisaya_audio\synthetic_1003.wav,wala ko kabalo. sa akong hunahuna ang usa ka kan-uman ug kwatro sa akong mga kwelyo wala molihok. lisud nga magpabilin nga tul-id karon nga adunay kan-uman ug tulo pa nga mga panumduman sa tanan.,male-en-2
synthetic_bisaya_audio\synthetic_1005.wav,shut up,male-en-2
synthetic_bisaya_audio\synthetic_1006.wav,hoy guys,male-en-2
synthetic_bisaya_audio\synthetic_1007.wav,power rangers ba kamo? apan sa usa lang ka gamay nga bahin sa inyong mga liog? uy,male-en-2
synthetic_bisaya_audio\synthetic_1010.wav,dili. sakit kaayo.,male-en-2
synthetic_bisaya_audio\synthetic_1013.wav,hoy tawo,female-en-5
synthetic_bisaya_audio\synthetic_1014.wav,gisultihan ko ikaw nga milabay sa mga dinosaur.,male-en-2
synthetic_bisaya_audio\synthetic_1016.wav,anaa siya,female-en-5
